"oyster_identity","Crab_treatment","Date","hour","avg_gape","oyster_number_ID","rounded_gape"
"oyster.10_gape","olfactory",2023-08-25,9,0.913374485596708,10,0.9
"oyster.10_gape","olfactory",2023-08-25,10,0.908212560386473,10,0.9
"oyster.10_gape","olfactory",2023-08-25,11,0.934691358024691,10,0.9
"oyster.10_gape","olfactory",2023-08-25,12,0.939476061427281,10,0.9
"oyster.10_gape","olfactory",2023-08-25,13,0.656625514403292,10,0.7
"oyster.10_gape","olfactory",2023-08-25,14,0.932284569965729,10,0.9
"oyster.10_gape","olfactory",2023-08-25,15,0.87880658436214,10,0.9
"oyster.10_gape","olfactory",2023-08-25,16,0.829300411522634,10,0.8
"oyster.10_gape","olfactory",2023-08-25,17,0.8359670781893,10,0.8
"oyster.10_gape","olfactory",2023-08-25,18,0.937610966596474,10,0.9
"oyster.10_gape","olfactory",2023-08-25,19,0.906748971193416,10,0.9
"oyster.10_gape","olfactory",2023-08-25,20,0.938765432098765,10,0.9
"oyster.10_gape","olfactory",2023-08-25,21,0.764441141252736,10,0.8
"oyster.10_gape","olfactory",2023-08-25,22,0.562551440329218,10,0.6
"oyster.10_gape","olfactory",2023-08-25,23,0.365390946502057,10,0.4
"oyster.10_gape","olfactory",2023-08-26,0,0.34501872659176,10,0.3
"oyster.10_gape","olfactory",2023-08-26,1,0.888504753673293,10,0.9
"oyster.10_gape","olfactory",2023-08-26,2,0.86685393258427,10,0.9
"oyster.10_gape","olfactory",2023-08-26,3,0.111460674157303,10,0.1
"oyster.10_gape","olfactory",2023-08-26,4,0.418052434456929,10,0.4
"oyster.10_gape","olfactory",2023-08-26,5,0.26428920371275,10,0.3
"oyster.10_gape","olfactory",2023-08-26,6,0.0136329588014981,10,0
"oyster.10_gape","olfactory",2023-08-26,7,0.0135580524344569,10,0
"oyster.10_gape","olfactory",2023-08-26,8,0.0145804366615309,10,0
"oyster.10_gape","olfactory",2023-08-26,9,0.0147191011235955,10,0
"oyster.10_gape","olfactory",2023-08-26,10,0.0149812734082397,10,0
"oyster.10_gape","olfactory",2023-08-26,11,0.0184644194756554,10,0
"oyster.10_gape","olfactory",2023-08-26,12,0.190419869899468,10,0.2
"oyster.10_gape","olfactory",2023-08-26,13,0.79498127340824,10,0.8
"oyster.10_gape","olfactory",2023-08-26,14,0.851835205992509,10,0.9
"oyster.10_gape","olfactory",2023-08-26,15,0.874074630791778,10,0.9
"oyster.10_gape","olfactory",2023-08-26,16,0.875131086142322,10,0.9
"oyster.10_gape","olfactory",2023-08-26,17,0.880711610486891,10,0.9
"oyster.10_gape","olfactory",2023-08-26,18,0.874756554307116,10,0.9
"oyster.10_gape","olfactory",2023-08-26,19,0.896170756454098,10,0.9
"oyster.10_gape","olfactory",2023-08-26,20,0.888314606741573,10,0.9
"oyster.10_gape","olfactory",2023-08-26,21,0.886479400749064,10,0.9
"oyster.10_gape","olfactory",2023-08-26,22,0.884709330727894,10,0.9
"oyster.10_gape","olfactory",2023-08-26,23,0.912022471910112,10,0.9
"oyster.10_gape","olfactory",2023-08-27,0,0.757893081761006,10,0.8
"oyster.10_gape","olfactory",2023-08-27,1,0.744559748427673,10,0.7
"oyster.10_gape","olfactory",2023-08-27,2,0.750836120401338,10,0.8
"oyster.10_gape","olfactory",2023-08-27,3,0.780817610062893,10,0.8
"oyster.10_gape","olfactory",2023-08-27,4,0.773141699379511,10,0.8
"oyster.10_gape","olfactory",2023-08-27,5,0.76510067114094,10,0.8
"oyster.10_gape","olfactory",2023-08-27,6,0.76443586171964,10,0.8
"oyster.10_gape","olfactory",2023-08-27,7,0.774310595065312,10,0.8
"oyster.10_gape","olfactory",2023-08-27,8,0.754273774851209,10,0.8
"oyster.10_gape","olfactory",2023-08-27,9,0.754748532845333,10,0.8
"oyster.10_gape","olfactory",2023-08-27,10,0.764215120010268,10,0.8
"oyster.10_gape","olfactory",2023-08-27,11,0.795353023534902,10,0.8
"oyster.10_gape","olfactory",2023-08-27,12,0.49743935309973,10,0.5
"oyster.10_gape","olfactory",2023-08-27,13,0.788982141730296,10,0.8
"oyster.10_gape","olfactory",2023-08-27,14,0.826132075471698,10,0.8
"oyster.10_gape","olfactory",2023-08-27,15,0.840270776321475,10,0.8
"oyster.10_gape","olfactory",2023-08-27,16,0.871967654986523,10,0.9
"oyster.10_gape","olfactory",2023-08-29,7,1,10,1
"oyster.10_gape","olfactory",2023-08-29,8,0.85,10,0.8
"oyster.10_gape","olfactory",2023-08-29,9,0.66304347826087,10,0.7
"oyster.10_gape","olfactory",2023-08-30,1,0.994545454545455,10,1
"oyster.10_gape","olfactory",2023-08-30,2,0.960665712240515,10,1
"oyster.10_gape","olfactory",2023-08-30,3,0.843484848484849,10,0.8
"oyster.10_gape","olfactory",2023-08-30,4,0.682878787878788,10,0.7
"oyster.10_gape","olfactory",2023-08-30,5,0.5,10,0.5
"oyster.10_gape","olfactory",2023-08-30,6,0.401484848484848,10,0.4
"oyster.10_gape","olfactory",2023-08-30,7,0.441666666666667,10,0.4
"oyster.10_gape","olfactory",2023-08-30,8,0.453121212121212,10,0.5
"oyster.10_gape","olfactory",2023-08-30,9,0.437062937062937,10,0.4
"oyster.10_gape","olfactory",2023-08-30,10,0.351939393939394,10,0.4
"oyster.10_gape","olfactory",2023-08-30,11,0.194666666666667,10,0.2
"oyster.10_gape","olfactory",2023-08-30,12,0.166363636363636,10,0.2
"oyster.10_gape","olfactory",2023-08-30,13,0.0767406506536941,10,0.1
"oyster.10_gape","olfactory",2023-08-30,14,0.322515151515151,10,0.3
"oyster.10_gape","olfactory",2023-08-30,15,0.792559042381107,10,0.8
"oyster.10_gape","olfactory",2023-08-30,16,0.916115702479339,10,0.9
"oyster.10_gape","olfactory",2023-08-30,17,0.95704974271012,10,1
"oyster.10_gape","olfactory",2023-08-30,18,0.984988344988345,10,1
"oyster.10_gape","olfactory",2023-08-30,19,0.881053105310531,10,0.9
"oyster.10_gape","olfactory",2023-08-30,20,0.787473396169048,10,0.8
"oyster.10_gape","olfactory",2023-08-30,21,0.727969696969697,10,0.7
"oyster.10_gape","olfactory",2023-08-30,22,0.676212121212121,10,0.7
"oyster.10_gape","olfactory",2023-08-30,23,0.679568257829127,10,0.7
"oyster.10_gape","olfactory",2023-08-31,0,0.820433482810164,10,0.8
"oyster.10_gape","olfactory",2023-08-31,1,0.80254110612855,10,0.8
"oyster.10_gape","olfactory",2023-08-31,2,0.784020926756353,10,0.8
"oyster.10_gape","olfactory",2023-08-31,3,0.769065794801806,10,0.8
"oyster.10_gape","olfactory",2023-08-31,4,0.823587443946188,10,0.8
"oyster.10_gape","olfactory",2023-08-31,5,0.85644245142003,10,0.9
"oyster.10_gape","olfactory",2023-08-31,6,0.841210002280155,10,0.8
"oyster.10_gape","olfactory",2023-08-31,7,0.971671563321478,10,1
"oyster.10_gape","olfactory",2023-08-31,8,0.932331838565022,10,0.9
"oyster.10_gape","olfactory",2023-08-31,9,0.935781368982147,10,0.9
"oyster.10_gape","olfactory",2023-08-31,10,0.998505231689088,10,1
"oyster.10_gape","olfactory",2023-08-31,11,0.974147711923929,10,1
"oyster.10_gape","olfactory",2023-08-31,12,0.96842430802536,10,1
"oyster.10_gape","olfactory",2023-08-31,13,0.962399526186649,10,1
"oyster.10_gape","olfactory",2023-08-31,14,0.977323685283327,10,1
"oyster.10_gape","olfactory",2023-08-31,15,0.947921635976211,10,0.9
"oyster.10_gape","olfactory",2023-08-31,16,0.96273756139227,10,1
"oyster.10_gape","olfactory",2023-08-31,17,0.931532319807503,10,0.9
"oyster.10_gape","olfactory",2023-08-31,18,0.498797686358614,10,0.5
"oyster.10_gape","olfactory",2023-08-31,19,0.606700961350991,10,0.6
"oyster.10_gape","olfactory",2023-08-31,20,0.642331838565022,10,0.6
"oyster.10_gape","olfactory",2023-08-31,21,0.612182863334036,10,0.6
"oyster.10_gape","olfactory",2023-08-31,22,0.63695067264574,10,0.6
"oyster.10_gape","olfactory",2023-08-31,23,0.618893871449925,10,0.6
"oyster.10_gape","olfactory",2023-09-01,0,0.91203081232493,10,0.9
"oyster.10_gape","olfactory",2023-09-01,1,0.957168151541553,10,1
"oyster.10_gape","olfactory",2023-09-01,2,0.976008403361345,10,1
"oyster.10_gape","olfactory",2023-09-01,3,0.978095238095238,10,1
"oyster.10_gape","olfactory",2023-09-01,4,0.964271708683473,10,1
"oyster.10_gape","olfactory",2023-09-01,5,0.962943705910458,10,1
"oyster.10_gape","olfactory",2023-09-01,6,0.954929971988795,10,1
"oyster.10_gape","olfactory",2023-09-01,7,0.953711484593837,10,1
"oyster.10_gape","olfactory",2023-09-01,8,0.942941176470588,10,0.9
"oyster.10_gape","olfactory",2023-09-01,9,0.730186192123908,10,0.7
"oyster.10_gape","olfactory",2023-09-01,11,0.68267614738203,10,0.7
"oyster.10_gape","olfactory",2023-09-01,12,0.949832775919732,10,0.9
"oyster.10_gape","olfactory",2023-09-01,13,0.96858543417367,10,1
"oyster.10_gape","olfactory",2023-09-01,14,0.973613445378151,10,1
"oyster.10_gape","olfactory",2023-09-01,15,0.956792717086835,10,1
"oyster.10_gape","olfactory",2023-09-01,16,0.83787617611147,10,0.8
"oyster.10_gape","olfactory",2023-09-01,18,0.902020382621134,10,0.9
"oyster.10_gape","olfactory",2023-09-01,19,0.971585958798235,10,1
"oyster.10_gape","olfactory",2023-09-01,20,0.988109243697479,10,1
"oyster.10_gape","olfactory",2023-09-01,21,0.993879551820728,10,1
"oyster.10_gape","olfactory",2023-09-01,22,0.991652661064426,10,1
"oyster.10_gape","olfactory",2023-09-01,23,0.972007532109834,10,1
"oyster.10_gape","olfactory",2023-09-02,0,0.958100558659218,10,1
"oyster.10_gape","olfactory",2023-09-02,1,0.947113594040968,10,0.9
"oyster.10_gape","olfactory",2023-09-02,2,0.955195530726257,10,1
"oyster.10_gape","olfactory",2023-09-02,3,0.94987014442929,10,0.9
"oyster.10_gape","olfactory",2023-09-02,4,0.951675977653631,10,1
"oyster.10_gape","olfactory",2023-09-02,5,0.955493482309125,10,1
"oyster.10_gape","olfactory",2023-09-02,6,0.970297951582868,10,1
"oyster.10_gape","olfactory",2023-09-02,7,0.957530688888474,10,1
"oyster.10_gape","olfactory",2023-09-02,8,0.947709497206704,10,0.9
"oyster.10_gape","olfactory",2023-09-02,9,0.929068901303538,10,0.9
"oyster.10_gape","olfactory",2023-09-02,10,0.906513928860298,10,0.9
"oyster.10_gape","olfactory",2023-09-02,11,0.976962313858112,10,1
"oyster.10_gape","olfactory",2023-09-02,12,0.977616387337058,10,1
"oyster.10_gape","olfactory",2023-09-02,13,0.970186219739292,10,1
"oyster.10_gape","olfactory",2023-09-02,14,0.968703873246016,10,1
"oyster.10_gape","olfactory",2023-09-02,15,0.936392657621708,10,0.9
"oyster.10_gape","olfactory",2023-09-02,16,0.922569832402235,10,0.9
"oyster.10_gape","olfactory",2023-09-02,17,0.96169459962756,10,1
"oyster.10_gape","olfactory",2023-09-02,18,0.985052596177201,10,1
"oyster.10_gape","olfactory",2023-09-02,19,0.984376163873371,10,1
"oyster.10_gape","olfactory",2023-09-02,20,0.980465549348231,10,1
"oyster.10_gape","olfactory",2023-09-02,21,0.935464583995067,10,0.9
"oyster.10_gape","olfactory",2023-09-02,22,0.96586592178771,10,1
"oyster.10_gape","olfactory",2023-09-02,23,0.924525139664804,10,0.9
"oyster.10_gape","olfactory",2023-09-03,0,0.953454790823212,10,1
"oyster.10_gape","olfactory",2023-09-03,1,0.978497826763977,10,1
"oyster.10_gape","olfactory",2023-09-03,2,0.94607776539956,10,0.9
"oyster.10_gape","olfactory",2023-09-03,3,0.948218623481781,10,0.9
"oyster.10_gape","olfactory",2023-09-03,4,0.955627530364372,10,1
"oyster.10_gape","olfactory",2023-09-03,5,0.953217878759157,10,1
"oyster.10_gape","olfactory",2023-09-03,6,0.843145524066577,10,0.8
"oyster.10_gape","olfactory",2023-09-03,7,0.930431848852902,10,0.9
"oyster.10_gape","olfactory",2023-09-03,8,0.934278002699055,10,0.9
"oyster.10_gape","olfactory",2023-09-03,9,0.970969358049098,10,1
"oyster.10_gape","olfactory",2023-09-03,10,0.970404858299595,10,1
"oyster.10_gape","olfactory",2023-09-03,11,0.980566801619433,10,1
"oyster.10_gape","olfactory",2023-09-03,12,0.971741161496486,10,1
"oyster.10_gape","olfactory",2023-09-03,13,0.967935222672065,10,1
"oyster.10_gape","olfactory",2023-09-03,14,0.967597840755736,10,1
"oyster.10_gape","olfactory",2023-09-03,15,0.957570850202429,10,1
"oyster.10_gape","olfactory",2023-09-03,16,0.944998849065035,10,0.9
"oyster.10_gape","olfactory",2023-09-03,17,0.854880325564809,10,0.9
"oyster.10_gape","olfactory",2023-09-03,18,0.95804318488529,10,1
"oyster.10_gape","olfactory",2023-09-03,19,0.976047012308234,10,1
"oyster.10_gape","olfactory",2023-09-03,20,0.9844669365722,10,1
"oyster.10_gape","olfactory",2023-09-03,21,0.990607287449393,10,1
"oyster.10_gape","olfactory",2023-09-03,22,0.982132253711201,10,1
"oyster.10_gape","olfactory",2023-09-03,23,0.992444450462405,10,1
"oyster.10_gape","olfactory",2023-09-04,0,0.978915343915344,10,1
"oyster.10_gape","olfactory",2023-09-04,1,0.966481481481481,10,1
"oyster.10_gape","olfactory",2023-09-04,2,0.968240740740741,10,1
