date_time,gage_height
8/17/23 13:00,1.83
8/17/23 13:15,1.83
8/17/23 13:30,1.83
8/17/23 13:45,1.82
8/17/23 14:00,1.82
8/17/23 14:15,1.81
8/17/23 14:30,1.81
8/17/23 14:45,1.82
8/17/23 15:00,1.82
8/17/23 15:15,1.82
8/17/23 15:30,1.82
8/17/23 15:45,1.82
8/17/23 16:00,1.82
8/17/23 16:15,1.81
8/17/23 16:30,1.81
8/17/23 16:45,1.81
8/17/23 17:00,1.81
8/17/23 17:15,1.81
8/17/23 17:30,1.81
8/17/23 17:45,1.81
8/17/23 18:00,1.81
8/17/23 18:15,1.81
8/17/23 18:30,1.81
8/17/23 18:45,1.81
8/17/23 19:00,1.81
8/17/23 19:15,1.81
8/17/23 19:30,1.81
8/17/23 19:45,1.81
8/17/23 20:00,1.81
8/17/23 20:15,1.8
8/17/23 20:30,1.8
8/17/23 20:45,1.8
8/17/23 21:00,1.8
8/17/23 21:15,1.8
8/17/23 21:30,1.8
8/17/23 21:45,1.8
8/17/23 22:00,1.8
8/17/23 22:15,1.8
8/17/23 22:30,1.8
8/17/23 22:45,1.8
8/17/23 23:00,1.8
8/17/23 23:15,1.8
8/17/23 23:30,1.8
8/17/23 23:45,1.79
8/18/23 0:00,1.79
8/18/23 0:15,1.79
8/18/23 0:30,1.79
8/18/23 0:45,1.79
8/18/23 1:00,1.79
8/18/23 1:15,1.79
8/18/23 1:30,1.79
8/18/23 1:45,1.79
8/18/23 2:00,1.79
8/18/23 2:15,1.79
8/18/23 2:30,1.79
8/18/23 2:45,1.79
8/18/23 3:00,1.79
8/18/23 3:15,1.79
8/18/23 3:30,1.79
8/18/23 3:45,1.79
8/18/23 4:00,1.79
8/18/23 4:15,1.78
8/18/23 4:30,1.78
8/18/23 4:45,1.78
8/18/23 5:00,1.78
8/18/23 5:15,1.78
8/18/23 5:30,1.78
8/18/23 5:45,1.78
8/18/23 6:00,1.77
8/18/23 6:15,1.77
8/18/23 6:30,1.77
8/18/23 6:45,1.77
8/18/23 7:00,1.77
8/18/23 7:15,1.77
8/18/23 7:30,1.77
8/18/23 7:45,1.77
8/18/23 8:00,1.77
8/18/23 8:15,1.77
8/18/23 8:30,1.77
8/18/23 8:45,1.77
8/18/23 9:00,1.77
8/18/23 9:15,1.77
8/18/23 9:30,1.77
8/18/23 9:45,1.77
8/18/23 10:00,1.79
8/18/23 10:15,1.79
8/18/23 10:30,1.81
8/18/23 10:45,1.81
8/18/23 11:00,1.82
8/18/23 11:15,1.83
8/18/23 11:30,1.83
8/18/23 11:45,1.84
8/18/23 12:00,1.85
8/18/23 12:15,1.85
8/18/23 12:30,1.85
8/18/23 12:45,1.86
8/18/23 13:00,1.87
8/18/23 13:15,1.87
8/18/23 13:30,1.87
8/18/23 13:45,1.87
8/18/23 14:00,1.88
8/18/23 14:15,1.89
8/18/23 14:30,1.89
8/18/23 14:45,1.89
8/18/23 15:00,1.9
8/18/23 15:15,1.91
8/18/23 15:30,1.91
8/18/23 15:45,1.92
8/18/23 16:00,1.92
8/18/23 16:15,1.93
8/18/23 16:30,1.93
8/18/23 16:45,1.93
8/18/23 17:00,1.93
8/18/23 17:15,1.93
8/18/23 17:30,1.93
8/18/23 17:45,1.93
8/18/23 18:00,1.95
8/18/23 18:15,1.99
8/18/23 18:30,2.01
8/18/23 18:45,2.02
8/18/23 19:00,2.03
8/18/23 19:15,2.04
8/18/23 19:30,2.06
8/18/23 19:45,2.07
8/18/23 20:00,2.07
8/18/23 20:15,2.08
8/18/23 20:30,2.09
8/18/23 20:45,2.09
8/18/23 21:00,2.1
8/18/23 21:15,2.11
8/18/23 21:30,2.11
8/18/23 21:45,2.11
8/18/23 22:00,2.12
8/18/23 22:15,2.12
8/18/23 22:30,2.13
8/18/23 22:45,2.13
8/18/23 23:00,2.13
8/18/23 23:15,2.15
8/18/23 23:30,2.15
8/18/23 23:45,2.15
8/19/23 0:00,2.15
8/19/23 0:15,2.16
8/19/23 0:30,2.16
8/19/23 0:45,2.17
8/19/23 1:00,2.17
8/19/23 1:15,2.17
8/19/23 1:30,2.17
8/19/23 1:45,2.17
8/19/23 2:00,2.18
8/19/23 2:15,2.19
8/19/23 2:30,2.19
8/19/23 2:45,2.19
8/19/23 3:00,2.19
8/19/23 3:15,2.2
8/19/23 3:30,2.2
8/19/23 3:45,2.21
8/19/23 4:00,2.21
8/19/23 4:15,2.21
8/19/23 4:30,2.22
8/19/23 4:45,2.22
8/19/23 5:00,2.23
8/19/23 5:15,2.23
8/19/23 5:30,2.23
8/19/23 5:45,2.23
8/19/23 6:00,2.24
8/19/23 6:15,2.24
8/19/23 6:30,2.24
8/19/23 6:45,2.24
8/19/23 7:00,2.25
8/19/23 7:15,2.25
8/19/23 7:30,2.25
8/19/23 7:45,2.25
8/19/23 8:00,2.25
8/19/23 8:15,2.25
8/19/23 8:30,2.25
8/19/23 8:45,2.25
8/19/23 9:00,2.25
8/19/23 9:15,2.25
8/19/23 9:30,2.24
8/19/23 9:45,2.24
8/19/23 10:00,2.24
8/19/23 10:15,2.24
8/19/23 10:30,2.24
8/19/23 10:45,2.24
8/19/23 11:00,2.23
8/19/23 11:15,2.23
8/19/23 11:30,2.23
8/19/23 11:45,2.23
8/19/23 12:00,2.22
8/19/23 12:15,2.22
8/19/23 12:30,2.21
8/19/23 12:45,2.21
8/19/23 13:00,2.21
8/19/23 13:15,2.2
8/19/23 13:30,2.2
8/19/23 13:45,2.19
8/19/23 14:00,2.19
8/19/23 14:15,2.19
8/19/23 14:30,2.19
8/19/23 14:45,2.18
8/19/23 15:00,2.17
8/19/23 15:15,2.17
8/19/23 15:30,2.17
8/19/23 15:45,2.17
8/19/23 16:00,2.17
8/19/23 16:15,2.16
8/19/23 16:30,2.16
8/19/23 16:45,2.15
8/19/23 17:00,2.15
8/19/23 17:15,2.15
8/19/23 17:30,2.15
8/19/23 17:45,2.15
8/19/23 18:00,2.14
8/19/23 18:15,2.13
8/19/23 18:30,2.13
8/19/23 18:45,2.13
8/19/23 19:00,2.13
8/19/23 19:15,2.13
8/19/23 19:30,2.13
8/19/23 19:45,2.12
8/19/23 20:00,2.12
8/19/23 20:15,2.12
8/19/23 20:30,2.11
8/19/23 20:45,2.11
8/19/23 21:00,2.11
8/19/23 21:15,2.11
8/19/23 21:30,2.11
8/19/23 21:45,2.11
8/19/23 22:00,2.11
8/19/23 22:15,2.11
8/19/23 22:30,2.1
8/19/23 22:45,2.1
8/19/23 23:00,2.1
8/19/23 23:15,2.1
8/19/23 23:30,2.09
8/19/23 23:45,2.09
8/20/23 0:00,2.09
8/20/23 0:15,2.09
8/20/23 0:30,2.09
8/20/23 0:45,2.09
8/20/23 1:00,2.09
8/20/23 1:15,2.09
8/20/23 1:30,2.09
8/20/23 1:45,2.09
8/20/23 2:00,2.08
8/20/23 2:15,2.09
8/20/23 2:30,2.09
8/20/23 2:45,2.09
8/20/23 3:00,2.09
8/20/23 3:15,2.08
8/20/23 3:30,2.08
8/20/23 3:45,2.08
8/20/23 4:00,2.08
8/20/23 4:15,2.08
8/20/23 4:30,2.08
8/20/23 4:45,2.08
8/20/23 5:00,2.08
8/20/23 5:15,2.08
8/20/23 5:30,2.08
8/20/23 5:45,2.08
8/20/23 6:00,2.08
8/20/23 6:15,2.08
8/20/23 6:30,2.08
8/20/23 6:45,2.08
8/20/23 7:00,2.08
8/20/23 7:15,2.08
8/20/23 7:30,2.07
8/20/23 7:45,2.07
8/20/23 8:00,2.07
8/20/23 8:15,2.07
8/20/23 8:30,2.07
8/20/23 8:45,2.07
8/20/23 9:00,2.07
8/20/23 9:15,2.07
8/20/23 9:30,2.07
8/20/23 9:45,2.07
8/20/23 10:00,2.07
8/20/23 10:15,2.07
8/20/23 10:30,2.07
8/20/23 10:45,2.07
8/20/23 11:00,2.07
8/20/23 11:15,2.07
8/20/23 11:30,2.07
8/20/23 11:45,2.07
8/20/23 12:00,2.07
8/20/23 12:15,2.07
8/20/23 12:30,2.07
8/20/23 12:45,2.07
8/20/23 13:00,2.07
8/20/23 13:15,2.07
8/20/23 13:30,2.07
8/20/23 13:45,2.07
8/20/23 14:00,2.07
8/20/23 14:15,2.07
8/20/23 14:30,2.07
8/20/23 14:45,2.07
8/20/23 15:00,2.07
8/20/23 15:15,2.06
8/20/23 15:30,2.07
8/20/23 15:45,2.06
8/20/23 16:00,2.06
8/20/23 16:15,2.05
8/20/23 16:30,2.05
8/20/23 16:45,2.05
8/20/23 17:00,2.05
8/20/23 17:15,2.05
8/20/23 17:30,2.05
8/20/23 17:45,2.04
8/20/23 18:00,2.05
8/20/23 18:15,2.04
8/20/23 18:30,2.04
8/20/23 18:45,2.04
8/20/23 19:00,2.04
8/20/23 19:15,2.04
8/20/23 19:30,2.03
8/20/23 19:45,2.03
8/20/23 20:00,2.03
8/20/23 20:15,2.03
8/20/23 20:30,2.03
8/20/23 20:45,2.03
8/20/23 21:00,2.03
8/20/23 21:15,2.03
8/20/23 21:30,2.03
8/20/23 21:45,2.03
8/20/23 22:00,2.03
8/20/23 22:15,2.03
8/20/23 22:30,2.03
8/20/23 22:45,2.03
8/20/23 23:00,2.03
8/20/23 23:15,2.02
8/20/23 23:30,2.02
8/20/23 23:45,2.02
8/21/23 0:00,2.01
8/21/23 0:15,2.01
8/21/23 0:30,2.01
8/21/23 0:45,2.01
8/21/23 1:00,2.01
8/21/23 1:15,2.01
8/21/23 1:30,2.01
8/21/23 1:45,2.01
8/21/23 2:00,2
8/21/23 2:15,2
8/21/23 2:30,2
8/21/23 2:45,2
8/21/23 3:00,2
8/21/23 3:15,1.99
8/21/23 3:30,1.99
8/21/23 3:45,1.99
8/21/23 4:00,1.99
8/21/23 4:15,1.99
8/21/23 4:30,1.99
8/21/23 4:45,1.99
8/21/23 5:00,1.99
8/21/23 5:15,1.99
8/21/23 5:30,1.99
8/21/23 5:45,1.98
8/21/23 6:00,1.98
8/21/23 6:15,1.97
8/21/23 6:30,1.97
8/21/23 6:45,1.97
8/21/23 7:00,1.97
8/21/23 7:15,1.97
8/21/23 7:30,1.97
8/21/23 7:45,1.97
8/21/23 8:00,1.97
8/21/23 8:15,1.97
8/21/23 8:30,1.97
8/21/23 8:45,1.97
8/21/23 9:00,1.97
8/21/23 9:15,1.96
8/21/23 9:30,1.96
8/21/23 9:45,1.96
8/21/23 10:00,1.96
8/21/23 10:15,1.95
8/21/23 10:30,1.95
8/21/23 10:45,1.96
8/21/23 11:00,1.95
8/21/23 11:15,1.95
8/21/23 11:30,1.95
8/21/23 11:45,1.95
8/21/23 12:00,1.95
8/21/23 12:15,1.95
8/21/23 12:30,1.95
8/21/23 12:45,1.95
8/21/23 13:00,1.95
8/21/23 13:15,1.95
8/21/23 13:30,1.94
8/21/23 13:45,1.94
8/21/23 14:00,1.94
8/21/23 14:15,1.94
8/21/23 14:30,1.93
8/21/23 14:45,1.93
8/21/23 15:00,1.93
8/21/23 15:15,1.93
8/21/23 15:30,1.93
8/21/23 15:45,1.93
8/21/23 16:00,1.92
8/21/23 16:15,1.92
8/21/23 16:30,1.92
8/21/23 16:45,1.92
8/21/23 17:00,1.91
8/21/23 17:15,1.91
8/21/23 17:30,1.91
8/21/23 17:45,1.91
8/21/23 18:00,1.91
8/21/23 18:15,1.91
8/21/23 18:30,1.91
8/21/23 18:45,1.91
8/21/23 19:00,1.9
8/21/23 19:15,1.9
8/21/23 19:30,1.89
8/21/23 19:45,1.89
8/21/23 20:00,1.89
8/21/23 20:15,1.89
8/21/23 20:30,1.89
8/21/23 20:45,1.89
8/21/23 21:00,1.89
8/21/23 21:15,1.89
8/21/23 21:30,1.89
8/21/23 21:45,1.88
8/21/23 22:00,1.88
8/21/23 22:15,1.88
8/21/23 22:30,1.88
8/21/23 22:45,1.88
8/21/23 23:00,1.88
8/21/23 23:15,1.87
8/21/23 23:30,1.87
8/21/23 23:45,1.87
8/22/23 0:00,1.87
8/22/23 0:15,1.87
8/22/23 0:30,1.87
8/22/23 0:45,1.87
8/22/23 1:00,1.87
8/22/23 1:15,1.87
8/22/23 1:30,1.87
8/22/23 1:45,1.87
8/22/23 2:00,1.86
8/22/23 2:15,1.86
8/22/23 2:30,1.86
8/22/23 2:45,1.85
8/22/23 3:00,1.85
8/22/23 3:15,1.85
8/22/23 3:30,1.85
8/22/23 3:45,1.85
8/22/23 4:00,1.85
8/22/23 4:15,1.85
8/22/23 4:30,1.85
8/22/23 4:45,1.85
8/22/23 5:00,1.84
8/22/23 5:15,1.84
8/22/23 5:30,1.84
8/22/23 5:45,1.84
8/22/23 6:00,1.84
8/22/23 6:15,1.84
8/22/23 6:30,1.83
8/22/23 6:45,1.83
8/22/23 7:00,1.83
8/22/23 7:15,1.83
8/22/23 7:30,1.83
8/22/23 7:45,1.83
8/22/23 8:00,1.83
8/22/23 8:15,1.83
8/22/23 8:30,1.83
8/22/23 8:45,1.83
8/22/23 9:00,1.83
8/22/23 9:15,1.83
8/22/23 9:30,1.83
8/22/23 9:45,1.83
8/22/23 10:00,1.83
8/22/23 10:15,1.83
8/22/23 10:30,1.83
8/22/23 10:45,1.83
8/22/23 11:00,1.83
8/22/23 11:15,1.83
8/22/23 11:30,1.83
8/22/23 11:45,1.83
8/22/23 12:00,1.81
8/22/23 12:15,1.82
8/22/23 12:30,1.82
8/22/23 12:45,1.81
8/22/23 13:00,1.81
8/22/23 13:15,1.81
8/22/23 13:30,1.81
8/22/23 13:45,1.81
8/22/23 14:00,1.81
8/22/23 14:15,1.81
8/22/23 14:30,1.81
8/22/23 14:45,1.81
8/22/23 15:00,1.8
8/22/23 15:15,1.8
8/22/23 15:30,1.8
8/22/23 15:45,1.8
8/22/23 16:00,1.8
8/22/23 16:15,1.79
8/22/23 16:30,1.79
8/22/23 16:45,1.79
8/22/23 17:00,1.79
8/22/23 17:15,1.79
8/22/23 17:30,1.79
8/22/23 17:45,1.79
8/22/23 18:00,1.79
8/22/23 18:15,1.78
8/22/23 18:30,1.78
8/22/23 18:45,1.77
8/22/23 19:00,1.77
8/22/23 19:15,1.77
8/22/23 19:30,1.77
8/22/23 19:45,1.77
8/22/23 20:00,1.77
8/22/23 20:15,1.77
8/22/23 20:30,1.77
8/22/23 20:45,1.76
8/22/23 21:00,1.76
8/22/23 21:15,1.76
8/22/23 21:30,1.76
8/22/23 21:45,1.75
8/22/23 22:00,1.75
8/22/23 22:15,1.75
8/22/23 22:30,1.75
8/22/23 22:45,1.75
8/22/23 23:00,1.75
8/22/23 23:15,1.75
8/22/23 23:30,1.75
8/22/23 23:45,1.75
8/23/23 0:00,1.75
8/23/23 0:15,1.75
8/23/23 0:30,1.74
8/23/23 0:45,1.74
8/23/23 1:00,1.73
8/23/23 1:15,1.73
8/23/23 1:30,1.73
8/23/23 1:45,1.73
8/23/23 2:00,1.73
8/23/23 2:15,1.73
8/23/23 2:30,1.73
8/23/23 2:45,1.73
8/23/23 3:00,1.73
8/23/23 3:15,1.73
8/23/23 3:30,1.72
8/23/23 3:45,1.72
8/23/23 4:00,1.72
8/23/23 4:15,1.72
8/23/23 4:30,1.72
8/23/23 4:45,1.72
8/23/23 5:00,1.71
8/23/23 5:15,1.71
8/23/23 5:30,1.71
8/23/23 5:45,1.71
8/23/23 6:00,1.71
8/23/23 6:15,1.71
8/23/23 6:30,1.71
8/23/23 6:45,1.71
8/23/23 7:00,1.71
8/23/23 7:15,1.71
8/23/23 7:30,1.7
8/23/23 7:45,1.7
8/23/23 8:00,1.69
8/23/23 8:15,1.69
8/23/23 8:30,1.69
8/23/23 8:45,1.69
8/23/23 9:00,1.69
8/23/23 9:15,1.69
8/23/23 9:30,1.69
8/23/23 9:45,1.69
8/23/23 10:00,1.69
8/23/23 10:15,1.69
8/23/23 10:30,1.69
8/23/23 10:45,1.68
8/23/23 11:00,1.68
8/23/23 11:15,1.68
8/23/23 11:30,1.68
8/23/23 11:45,1.68
8/23/23 12:00,1.68
8/23/23 12:15,1.67
8/23/23 12:30,1.67
8/23/23 12:45,1.67
8/23/23 13:00,1.67
8/23/23 13:15,1.67
8/23/23 13:30,1.67
8/23/23 13:45,1.67
8/23/23 14:00,1.67
8/23/23 14:15,1.67
8/23/23 14:30,1.67
8/23/23 14:45,1.67
8/23/23 15:00,1.67
8/23/23 15:15,1.66
8/23/23 15:30,1.65
8/23/23 15:45,1.65
8/23/23 16:00,1.65
8/23/23 16:15,1.65
8/23/23 16:30,1.65
8/23/23 16:45,1.65
8/23/23 17:00,1.65
8/23/23 17:15,1.65
8/23/23 17:30,1.65
8/23/23 17:45,1.65
8/23/23 18:00,1.65
8/23/23 18:15,1.65
8/23/23 18:30,1.64
8/23/23 18:45,1.64
8/23/23 19:00,1.64
8/23/23 19:15,1.64
8/23/23 19:30,1.64
8/23/23 19:45,1.64
8/23/23 20:00,1.64
8/23/23 20:15,1.64
8/23/23 20:30,1.63
8/23/23 20:45,1.63
8/23/23 21:00,1.63
8/23/23 21:15,1.63
8/23/23 21:30,1.63
8/23/23 21:45,1.63
8/23/23 22:00,1.63
8/23/23 22:15,1.63
8/23/23 22:30,1.63
8/23/23 22:45,1.63
8/23/23 23:00,1.63
8/23/23 23:15,1.63
8/23/23 23:30,1.63
8/23/23 23:45,1.63
8/24/23 0:00,1.62
8/24/23 0:15,1.62
8/24/23 0:30,1.62
8/24/23 0:45,1.61
8/24/23 1:00,1.61
8/24/23 1:15,1.61
8/24/23 1:30,1.61
8/24/23 1:45,1.61
8/24/23 2:00,1.61
8/24/23 2:15,1.61
8/24/23 2:30,1.61
8/24/23 2:45,1.61
8/24/23 3:00,1.61
8/24/23 3:15,1.61
8/24/23 3:30,1.61
8/24/23 3:45,1.61
8/24/23 4:00,1.61
8/24/23 4:15,1.61
8/24/23 4:30,1.6
8/24/23 4:45,1.6
8/24/23 5:00,1.6
8/24/23 5:15,1.6
8/24/23 5:30,1.6
8/24/23 5:45,1.6
8/24/23 6:00,1.59
8/24/23 6:15,1.59
8/24/23 6:30,1.59
8/24/23 6:45,1.59
8/24/23 7:00,1.59
8/24/23 7:15,1.59
8/24/23 7:30,1.59
8/24/23 7:45,1.59
8/24/23 8:00,1.59
8/24/23 8:15,1.59
8/24/23 8:30,1.59
8/24/23 8:45,1.59
8/24/23 9:00,1.59
8/24/23 9:15,1.58
8/24/23 9:30,1.58
8/24/23 9:45,1.57
8/24/23 10:00,1.57
8/24/23 10:15,1.57
8/24/23 10:30,1.57
8/24/23 10:45,1.57
8/24/23 11:00,1.57
8/24/23 11:15,1.57
8/24/23 11:30,1.57
8/24/23 11:45,1.57
8/24/23 12:00,1.57
8/24/23 12:15,1.57
8/24/23 12:30,1.57
8/24/23 12:45,1.57
8/24/23 13:00,1.57
8/24/23 13:15,1.56
8/24/23 13:30,1.56
8/24/23 13:45,1.56
8/24/23 14:00,1.56
8/24/23 14:15,1.56
8/24/23 14:30,1.56
8/24/23 14:45,1.56
8/24/23 15:00,1.55
8/24/23 15:15,1.55
8/24/23 15:30,1.55
8/24/23 15:45,1.55
8/24/23 16:00,1.55
8/24/23 16:15,1.55
8/24/23 16:30,1.55
8/24/23 16:45,1.55
8/24/23 17:00,1.55
8/24/23 17:15,1.55
8/24/23 17:30,1.55
8/24/23 17:45,1.55
8/24/23 18:00,1.55
8/24/23 18:15,1.55
8/24/23 18:30,1.55
8/24/23 18:45,1.55
8/24/23 19:00,1.55
8/24/23 19:15,1.55
8/24/23 19:30,1.55
8/24/23 19:45,1.55
8/24/23 20:00,1.55
8/24/23 20:15,1.55
8/24/23 20:30,1.55
8/24/23 20:45,1.54
8/24/23 21:00,1.54
8/24/23 21:15,1.54
8/24/23 21:30,1.53
8/24/23 21:45,1.53
8/24/23 22:00,1.53
8/24/23 22:15,1.53
8/24/23 22:30,1.53
8/24/23 22:45,1.53
8/24/23 23:00,1.53
8/24/23 23:15,1.53
8/24/23 23:30,1.53
8/24/23 23:45,1.53
8/25/23 0:00,1.53
8/25/23 0:15,1.53
8/25/23 0:30,1.53
8/25/23 0:45,1.53
8/25/23 1:00,1.53
8/25/23 1:15,1.53
8/25/23 1:30,1.53
8/25/23 1:45,1.53
8/25/23 2:00,1.53
8/25/23 2:15,1.53
8/25/23 2:30,1.53
8/25/23 2:45,1.53
8/25/23 3:00,1.53
8/25/23 3:15,1.55
8/25/23 3:30,1.55
8/25/23 3:45,1.56
8/25/23 4:00,1.56
8/25/23 4:15,1.56
8/25/23 4:30,1.57
8/25/23 4:45,1.57
8/25/23 5:00,1.57
8/25/23 5:15,1.57
8/25/23 5:30,1.57
8/25/23 5:45,1.58
8/25/23 6:00,1.59
8/25/23 6:15,1.59
8/25/23 6:30,1.59
8/25/23 6:45,1.59
8/25/23 7:00,1.59
8/25/23 7:15,1.59
8/25/23 7:30,1.59
8/25/23 7:45,1.59
8/25/23 8:00,1.6
8/25/23 8:15,1.6
8/25/23 8:30,1.61
8/25/23 8:45,1.62
8/25/23 9:00,1.63
8/25/23 9:15,1.64
8/25/23 9:30,1.65
8/25/23 9:45,1.65
8/25/23 10:00,1.67
8/25/23 10:15,1.67
8/25/23 10:30,1.68
8/25/23 10:45,1.69
8/25/23 11:00,1.71
8/25/23 11:15,1.73
8/25/23 11:30,1.75
8/25/23 11:45,1.77
8/25/23 12:00,1.79
8/25/23 12:15,1.8
8/25/23 12:30,1.82
8/25/23 12:45,1.83
8/25/23 13:00,1.85
8/25/23 13:15,1.85
8/25/23 13:30,1.87
8/25/23 13:45,1.87
8/25/23 14:00,1.87
8/25/23 14:15,1.88
8/25/23 14:30,1.89
8/25/23 14:45,1.89
8/25/23 15:00,1.89
8/25/23 15:15,1.89
8/25/23 15:30,1.9
8/25/23 15:45,1.91
8/25/23 16:00,1.91
8/25/23 16:15,1.91
8/25/23 16:30,1.91
8/25/23 16:45,1.92
8/25/23 17:00,1.92
8/25/23 17:15,1.93
8/25/23 17:30,1.93
8/25/23 17:45,1.93
8/25/23 18:00,1.93
8/25/23 18:15,1.95
8/25/23 18:30,1.95
8/25/23 18:45,1.95
8/25/23 19:00,1.96
8/25/23 19:15,1.97
8/25/23 19:30,1.97
8/25/23 19:45,1.98
8/25/23 20:00,1.99
8/25/23 20:15,1.99
8/25/23 20:30,2
8/25/23 20:45,2.01
8/25/23 21:00,2.01
8/25/23 21:15,2.01
8/25/23 21:30,2.03
8/25/23 21:45,2.03
8/25/23 22:00,2.04
8/25/23 22:15,2.04
8/25/23 22:30,2.05
8/25/23 22:45,2.07
8/25/23 23:00,2.07
8/25/23 23:15,2.07
8/25/23 23:30,2.09
8/25/23 23:45,2.09
8/26/23 0:00,2.1
8/26/23 0:15,2.11
8/26/23 0:30,2.11
8/26/23 0:45,2.12
8/26/23 1:00,2.13
8/26/23 1:15,2.13
8/26/23 1:30,2.15
8/26/23 1:45,2.15
8/26/23 2:00,2.15
8/26/23 2:15,2.16
8/26/23 2:30,2.17
8/26/23 2:45,2.17
8/26/23 3:00,2.18
8/26/23 3:15,2.19
8/26/23 3:30,2.19
8/26/23 3:45,2.19
8/26/23 4:00,2.2
8/26/23 4:15,2.21
8/26/23 4:30,2.21
8/26/23 4:45,2.21
8/26/23 5:00,2.22
8/26/23 5:15,2.23
8/26/23 5:30,2.23
8/26/23 5:45,2.23
8/26/23 6:00,2.23
8/26/23 6:15,2.23
8/26/23 6:30,2.23
8/26/23 6:45,2.24
8/26/23 7:00,2.24
8/26/23 7:15,2.24
8/26/23 7:30,2.24
8/26/23 7:45,2.25
8/26/23 8:00,2.25
8/26/23 8:15,2.25
8/26/23 8:30,2.25
8/26/23 8:45,2.25
8/26/23 9:00,2.25
8/26/23 9:15,2.25
8/26/23 9:30,2.25
